ticker,date,gics_sub_industry,embedding_peers,benchmark_peers,embedding_peer_corr,benchmark_peer_corr,corr_diff
A,2011-10-31,Life Sciences Tools & Services,AMP|WYNN|RJF|FITB|PFG,WAT|CRL|DHR|MTD|TMO,0.9208402815370287,0.9150503340250437,0.0057899475119850274
ISRG,2019-06-28,Health Care Equipment,RL|ALB|CRL|EW|SWKS,PODD|BDX|ABT|DXCM|BAX,0.2416415648249732,0.7319543855240281,-0.4903128206990549
ITW,2019-06-28,Industrial Machinery & Supplies & Components,GILD|ROST|BEN|KIM|HII,FTV|PNR|NDSN|DOV|GWW,0.3187285499707923,0.8270006111165702,-0.5082720611457778
IVZ,2019-06-28,Asset Management & Custody Banks,RJF|MNST|RCL|TYL|COF,NTRS|BLK|TROW|BEN|APO,0.5461647602533614,0.6661903616899615,-0.12002560143660013
JCI,2019-06-28,Building Products,T|SPGI|AXP|AON|ALL,LII|MAS|ALLE|BLDR|TT,0.372488210616074,0.7213286910003748,-0.34884048038430077
JKHY,2019-06-28,Transaction & Payment Processing Services,TJX|SPG|CLX|PEG|PFE,PYPL|FISV|MA|GPN|CPAY,0.41120917556260206,0.625676322443294,-0.2144671468806919
JNJ,2019-06-28,Pharmaceuticals,PPL|TJX|BRK-B|NI|XOM,VTRS|LLY|MRK|BMY|PFE,0.35382427359261426,0.5622897022831008,-0.20846542869048656
JPM,2019-06-28,Diversified Banks,FIS|PNC|MTB|AIZ|AXP,TFC|USB|C|PNC|WFC,0.5868245810406592,0.5678288380951471,0.018995742945512095
KHC,2019-06-28,Packaged Foods & Meats,EA|WAB|KLAC|ON|GE,MDLZ|CAG|GIS|CPB|TSN,0.18407886504752444,0.4984395623259613,-0.31436069727843685
KKR,2019-06-28,Asset Management & Custody Banks,TXN|IBKR|MCHP|WBD|SWK,BK|STT|APO|BLK|BEN,0.6660835604108041,0.48192630311434037,0.1841572572964637
LHX,2019-06-28,Aerospace & Defense,PHM|NVR|AMP|BR|MNST,BA|LMT|GE|GD|TXT,-0.012314155501857167,0.03543782270888847,-0.04775197821074564
LII,2019-06-28,Building Products,DOC|WELL|NSC|ARE|AMT,MAS|JCI|ALLE|BLDR|TT,0.3415612464906446,0.5550778511462329,-0.21351660465558825
LLY,2019-06-28,Pharmaceuticals,VST|PM|MO|O|ORLY,BMY|ZTS|VTRS|MRK|PFE,0.2389486671348769,0.7929084566732519,-0.553959789538375
LMT,2019-06-28,Aerospace & Defense,EME|MET|TT|POOL|CTAS,LHX|NOC|TXT|TDG|HII,-0.1185958625685194,0.8445836491447675,-0.9631795117132869
LNT,2019-06-28,Electric Utilities,CMS|DTE|XEL|AEE|ED,DUK|PEG|WEC|EVRG|AEP,0.9353128607359159,0.909269724629629,0.026043136106286946
LYB,2019-06-28,Specialty Chemicals,ADI|TXT|GM|CPB|NWSA,SHW|PPG|ECL|ALB|IFF,0.4977373243260251,0.6108021005101428,-0.11306477618411775
MA,2019-06-28,Transaction & Payment Processing Services,CSGP|AKAM|CDW|VRSN|PYPL,FIS|XYZ|PYPL|FISV|CPAY,0.6370235875312728,0.7418068815498408,-0.10478329401856801
MAR,2019-06-28,"Hotels, Resorts & Cruise Lines",BLK|HUBB|NDSN|GS|GD,EXPE|BKNG|NCLH|RCL|CCL,0.39586794563035493,0.31160226911809447,0.08426567651226047
MAS,2019-06-28,Building Products,PH|PWR|DLTR|ODFL|PKG,LII|BLDR|TT|JCI|ALLE,0.2864301505434385,0.28796705870817546,-0.0015369081647369498
MCHP,2019-06-28,Semiconductors,LRCX|KKR|STX|PTC|TRGP,MPWR|AVGO|FSLR|QCOM|INTC,0.6815915491768502,0.8780069990454056,-0.19641544986855541
MCO,2019-06-28,Financial Exchanges & Data,CRH|PSKY|KMB|CSX|IT,FDS|SPGI|MSCI|CME|CBOE,0.47067696119569313,0.7438975977238957,-0.2732206365282026
MDLZ,2019-06-28,Packaged Foods & Meats,AFL|MCD|SO|WM|XEL,CAG|SJM|CPB|GIS|KHC,0.6123268761452708,0.8575710358400147,-0.2452441596947439
MDT,2019-06-28,Health Care Equipment,MRSH|HON|PFE|BRK-B|SO,PODD|RVTY|ABT|ZBH|STE,-0.012200772397379961,0.6385068033567911,-0.650707575754171
MKC,2019-06-28,Packaged Foods & Meats,CHD|LII|DLR|UNP|NSC,GIS|CAG|KHC|SJM|HSY,0.23503695112272632,0.5740287269940766,-0.33899177587135026
MPWR,2019-06-28,Semiconductors,WAB|SWKS|APTV|KLAC|AVGO,QCOM|MU|MCHP|AVGO|TXN,0.6594040067490654,0.8209468997675239,-0.16154289301845848
MRK,2019-06-28,Pharmaceuticals,FE|DUK|PPL|AEE|JNJ,JNJ|LLY|BMY|VTRS|ZTS,0.42856816285583943,0.6761486396748012,-0.24758047681896178
MSCI,2019-06-28,Financial Exchanges & Data,CSGP|PFG|TSN|CDW|FICO,CME|MCO|FDS|SPGI|NDAQ,0.5364373472092324,0.8254415842484428,-0.2890042370392104
MTD,2019-06-28,Life Sciences Tools & Services,TDY|IEX|BSX|MAR|DOV,TMO|WAT|A|IQV|DHR,0.015864374987192273,0.6213636947250918,-0.6054993197378995
MU,2019-06-28,Semiconductors,WDC|NVDA|WYNN|WSM|ON,AMD|QCOM|TXN|MCHP|MPWR,0.5103578869558882,0.4924074688095962,0.017950418146292058
NCLH,2019-06-28,"Hotels, Resorts & Cruise Lines",EPAM|SCHW|RCL|SJM|KDP,MAR|CCL|BKNG|HLT|EXPE,0.595342430561464,0.5902570858637136,0.005085344697750349
NDAQ,2019-06-28,Financial Exchanges & Data,IFF|PLD|T|ALL|AME,MCO|CBOE|SPGI|ICE|MSCI,0.14780773903344657,0.834246203571427,-0.6864384645379804
NDSN,2019-06-28,Industrial Machinery & Supplies & Components,CBRE|PPG|HUBB|ETN|MAR,ITW|IEX|IR|FTV|PNR,0.7514153998107522,0.7969541480397928,-0.04553874822904058
NEE,2019-06-28,Multi-Utilities,AEP|WEC|ES|SO|XEL,CNP|PCG|AEE|PNW|D,0.82327866096005,0.3725813442098924,0.45069731675015756
NI,2019-06-28,Multi-Utilities,DRI|IT|TJX|PPL|ROP,CMS|XEL|AEE|PNW|PCG,0.22169015578836407,0.5096835350542666,-0.2879933792659025
NOC,2019-06-28,Aerospace & Defense,NVR|AIG|TSN|MNST|MET,GE|HII|TDG|GD|RTX,0.12774959784697518,0.22763518381941006,-0.09988558597243488
NTAP,2019-06-28,"Technology Hardware, Storage & Peripherals",GWW|PANW|FTNT|TKO|ULTA,WDC|HPQ|SMCI|HPE|AAPL,0.21251525456240936,0.34227127146822917,-0.1297560169058198
NTRS,2019-06-28,Asset Management & Custody Banks,MS|SNA|HST|RTX|DRI,AMP|KKR|BEN|TROW|STT,0.30189135344589924,0.704641310779261,-0.4027499573333617
NVDA,2019-06-28,Semiconductors,TSLA|LITE|XYZ|WDC|MU,FSLR|TXN|MPWR|MCHP|NXPI,0.6685200860837565,0.47420719855587784,0.19431288752787862
NXPI,2019-06-28,Semiconductors,FANG|MCHP|SW|TER|LRCX,TXN|AMD|AVGO|SWKS|QCOM,0.8181146889248568,0.8269894198340023,-0.008874730909145478
ON,2019-06-28,Semiconductors,WYNN|EA|STX|WAB|KHC,MCHP|FSLR|SWKS|INTC|AMD,0.511435005479273,0.6766501466098978,-0.16521514113062474
ORCL,2019-06-28,Application Software,BF-B|IFF|ECL|LYB|CMI,FICO|TRMB|CRM|INTU|ADSK,0.07235690034395037,0.6698112930518381,-0.5974543927078877
OXY,2019-06-28,Oil & Gas Exploration & Production,STT|VST|COP|FDX|MO,FANG|EQT|DVN|CTRA|APA,0.42012671258577966,0.6778024414668852,-0.2576757288811055
PCG,2019-06-28,Multi-Utilities,TTD|SMCI|AMD|CVNA|TSLA,DTE|NEE|AEE|SRE|XEL,0.17326659592710977,0.013654532777838459,0.15961206314927132
PEG,2019-06-28,Electric Utilities,EQR|AVB|PNW|UDR|CPT,VST|SO|FE|EXC|ETR,0.48530957500544025,0.6591060941534094,-0.17379651914796912
PFE,2019-06-28,Pharmaceuticals,MDT|TJX|MRSH|PEG|CPT,MRK|VTRS|ZTS|JNJ|BMY,0.4664932065269587,-0.07223123855217879,0.5387244450791375
PGR,2019-06-28,Property & Casualty Insurance,PAYX|TMUS|WELL|KMB|DG,TRV|ACGL|CINF|HIG|ALL,0.34128801610744436,0.7197795258102391,-0.3784915097027947
PH,2019-06-28,Industrial Machinery & Supplies & Components,PWR|MAS|EMR|GIS|UPS,HUBB|GWW|IEX|ITW|IR,0.5947581746876551,0.8842077590649875,-0.28944958437733237
PNC,2019-06-28,Diversified Banks,AIZ|MTB|POOL|HBAN|L,TFC|BAC|WFC|C|JPM,0.6164224765228661,0.7711206673262773,-0.15469819080341118
PNR,2019-06-28,Industrial Machinery & Supplies & Components,MMM|LOW|WAT|CTSH|A,ITW|IEX|SNA|FTV|XYL,0.6033675043175306,0.8446413630535197,-0.24127385873598906
PNW,2019-06-28,Multi-Utilities,UDR|AVB|ESS|PEG|CCI,NEE|NI|D|PCG|XEL,0.5356905850016275,0.6324561271433287,-0.09676554214170119
PODD,2019-06-28,Health Care Equipment,F|HAS|MNST|CPRT|SW,IDXX|EW|BSX|ABT|RMD,0.012033502043378415,0.6942218455552992,-0.6821883435119208
PPG,2019-06-28,Specialty Chemicals,GIS|OKE|ETN|CBRE|PWR,ALB|LYB|SHW|DD|ECL,0.6559955450169248,0.7231153453393673,-0.06711980032244247
PPL,2019-06-28,Electric Utilities,TJX|JNJ|NI|BDX|REG,DUK|SO|EXC|ES|WEC,0.4587876429760368,0.5422684908270612,-0.08348084785102439
PTC,2019-06-28,Application Software,VRTX|INCY|STX|TRGP|MCHP,ADSK|ORCL|WDAY|CRM|FICO,0.38732721886539845,0.2780526421479309,0.10927457671746754
PYPL,2019-06-28,Transaction & Payment Processing Services,VRSN|AKAM|SYF|DHI|MA,FISV|GPN|CPAY|XYZ|V,0.5650945636945249,0.239616808780172,0.32547775491435293
QCOM,2019-06-28,Semiconductors,IR|HAS|PODD|DIS|ELV,TXN|AMD|INTC|NXPI|SWKS,-0.4451341555344371,0.4123595107032066,-0.8574936662376437
RCL,2019-06-28,"Hotels, Resorts & Cruise Lines",NCLH|IVZ|EPAM|DHI|RJF,NCLH|BKNG|MAR|HLT|EXPE,0.28979312346416514,0.5318048104049138,-0.24201168694074865
REGN,2019-06-28,Biotechnology,PANW|INTC|WAT|GWW|TKO,GILD|INCY|BIIB|ABBV|VRTX,0.2661473039212622,0.7639473059377729,-0.49780000201651076
RMD,2019-06-28,Health Care Equipment,IDXX|DAL|VRSN|VMC|CSGP,BAX|ISRG|IDXX|MDT|SYK,0.5354315969274895,0.5511641071159811,-0.015732510188491533
RTX,2019-06-28,Aerospace & Defense,CSCO|DLR|NTRS|FISV|MS,NOC|HII|TDG|TXT|LMT,0.268366829252565,0.5908644182825226,-0.32249758902995757
RVTY,2019-06-28,Health Care Equipment,GLW|CRL|XYL|UHS|AVY,ISRG|BDX|RMD|IDXX|ZBH,0.4794570788943672,0.055942239900938336,0.42351483899342884
SHW,2019-06-28,Specialty Chemicals,CMI|AME|BF-B|PPG|ETN,ECL|DD|LYB|ALB|IFF,0.6639446744684939,0.6387616279562331,0.025183046512260776
SJM,2019-06-28,Packaged Foods & Meats,CHD|UNP|NCLH|TMUS|NSC,TSN|CPB|KHC|GIS|CAG,0.06597584703528757,0.656143161946935,-0.5901673149116474
SMCI,2019-06-28,"Technology Hardware, Storage & Peripherals",TTD|AMD|CVNA|XYZ|BIIB,AAPL|WDC|HPQ|STX|HPE,-0.22169923634068558,0.024241188316090227,-0.24594042465677582
SNA,2019-06-28,Industrial Machinery & Supplies & Components,MS|PSKY|DAL|CRH|BEN,ITW|XYL|NDSN|GWW|IEX,0.6334562026410082,0.7454279917532686,-0.11197178911226036
SNPS,2019-06-28,Application Software,CMI|HUBB|SHW|UAL|AME,ADSK|PTC|WDAY|ORCL|INTU,0.14760717585728514,0.6450467407781078,-0.49743956492082264
SO,2019-06-28,Electric Utilities,MRSH|KO|VRSK|MCD|NEE,FE|ES|VST|EVRG|DUK,0.646607728381428,0.7425201496447178,-0.0959124212632898
SPGI,2019-06-28,Financial Exchanges & Data,T|JCI|TFC|ALL|KMI,FDS|NDAQ|CBOE|MSCI|CME,0.23533305204867536,0.7402611395358986,-0.5049280874872232
SRE,2019-06-28,Multi-Utilities,MAA|INVH|KO|TRV|NEE,XEL|D|NEE|ED|CNP,0.18152933336052443,0.6016408880474672,-0.4201115546869427
STE,2019-06-28,Health Care Equipment,APD|LIN|WMT|WTW|ACGL,BDX|ABT|BSX|DXCM|ZBH,0.35861966888446073,0.3432636884403271,0.01535598044413361
STT,2019-06-28,Asset Management & Custody Banks,COP|IP|TAP|FDX|VST,NTRS|APO|AMP|BX|ARES,0.31631858123396295,0.18497371168169324,0.1313448695522697
STX,2019-06-28,"Technology Hardware, Storage & Peripherals",BBY|MCHP|PTC|VRTX|EOG,DELL|WDC|NTAP|HPQ|HPE,0.5968635982516618,0.7444314892803172,-0.14756789102865542
SWK,2019-06-28,Industrial Machinery & Supplies & Components,EIX|BBY|ODFL|TRMB|KKR,SNA|PH|IEX|XYL|HUBB,0.6150437729933863,0.7690488892185089,-0.15400511622512258
SWKS,2019-06-28,Semiconductors,TPR|GEN|WAB|ALB|APA,FSLR|AVGO|QCOM|NXPI|TXN,0.28525425098476404,0.821682902337885,-0.5364286513531209
SYK,2019-06-28,Health Care Equipment,AVY|XYL|BAX|ABT|DOV,ABT|ISRG|STE|IDXX|BDX,0.13213569916041681,0.735619428723703,-0.6034837295632862
TDG,2019-06-28,Aerospace & Defense,TECH|FAST|LYV|BEN|TSCO,HII|GD|LHX|HWM|TXT,0.5698823553475532,0.4352259375987237,0.13465641774882947
TECH,2019-06-28,Life Sciences Tools & Services,TDG|LYV|FAST|INTU|FIX,A|WAT|MTD|TMO|IQV,-0.17996841896112578,0.53857794022382,-0.7185463591849458
TFC,2019-06-28,Diversified Banks,MTB|SPGI|T|FIS|AIZ,USB|BAC|C|WFC|PNC,0.22575887829192087,0.7891009396212517,-0.5633420613293308
TMO,2019-06-28,Life Sciences Tools & Services,ABT|DHR|CVX|BDX|CHRW,TECH|WAT|DHR|A|MTD,0.4682932455682667,0.8466434148368155,-0.3783501692685488
TPL,2019-06-28,Oil & Gas Exploration & Production,ADSK|NOW|WDAY|LRCX|FTNT,OXY|EOG|CTRA|APA|DVN,-0.002760188003263366,0.5849391198841745,-0.5876993078874378
TRMB,2019-06-28,Application Software,J|SWK|DECK|EL|BSX,ADSK|WDAY|CDNS|FICO|SNPS,0.27135425314906686,0.3130734367519575,-0.04171918360289062
TROW,2019-06-28,Asset Management & Custody Banks,HBAN|KEY|CFG|DAL|RF,ARES|BX|STT|IVZ|NTRS,0.5814546225272018,0.5241801338792383,0.05727448864796347
TRV,2019-06-28,Property & Casualty Insurance,AWK|MAA|KO|CB|SRE,CINF|HIG|ACGL|WRB|CB,0.5645325199234374,0.7943066591864488,-0.22977413926301138
TSN,2019-06-28,Packaged Foods & Meats,FITB|EQIX|PRU|AIZ|POOL,MDLZ|KHC|SJM|CPB|CAG,0.15205022493693418,0.24597107556609998,-0.0939208506291658
TT,2019-06-28,Building Products,CINF|POOL|SBAC|AXP|LMT,ALLE|BLDR|LII|AOS|MAS,0.3549214228356375,0.5241352490670219,-0.16921382623138442
TXN,2019-06-28,Semiconductors,UAL|KKR|GS|HUBB|RF,MCHP|QCOM|INTC|NVDA|NXPI,0.4261212593256278,0.8054588432280788,-0.37933758390245104
TXT,2019-06-28,Aerospace & Defense,NWSA|PSX|NWS|ADI|BKNG,NOC|RTX|LHX|TDG|LMT,0.7020945358671995,0.37188852226329194,0.33020601360390756
TYL,2019-06-28,Application Software,RJF|CRH|PSKY|COF|FITB,ADSK|ORCL|FICO|SNPS|CRM,0.2321945744093581,0.5852171371639192,-0.3530225627545611
USB,2019-06-28,Diversified Banks,INVH|SRE|HIG|MAA|PSA,C|JPM|WFC|TFC|BAC,-0.12921806106623665,0.7328776431832071,-0.8620957042494438
V,2019-06-28,Transaction & Payment Processing Services,T|JCI|KMI|SPGI|AME,MA|JKHY|GPN|FISV|CPAY,0.34406161265970725,0.410804776894473,-0.06674316423476573
VRTX,2019-06-28,Biotechnology,INCY|HPE|INTU|BBY|CMG,REGN|ABBV|BIIB|AMGN|GILD,0.30979421604591023,0.580916928038253,-0.2711227119923428
VST,2019-06-28,Electric Utilities,PM|MO|STT|LLY|COP,PPL|ES|WEC|EIX|PEG,-0.14955782832967035,0.0692843041838234,-0.21884213251349377
VTRS,2019-06-28,Pharmaceuticals,DVN|REGN|FCX|APA|TKO,ZTS|BMY|JNJ|LLY|MRK,0.2432860468970944,0.18243193674134955,0.06085411015574485
WAT,2019-06-28,Life Sciences Tools & Services,MMM|A|PNR|LOW|CTSH,A|CRL|TMO|TECH|DHR,0.5706715436136931,0.6946892404335564,-0.1240176968198633
WDAY,2019-06-28,Application Software,NOW|ADSK|TPL|GDDY|CRM,TRMB|CRM|FICO|ORCL|SNPS,0.7180181849106403,0.7044845730010507,0.013533611909589571
WDC,2019-06-28,"Technology Hardware, Storage & Peripherals",MU|WSM|NVDA|WYNN|ON,AAPL|STX|HPQ|HPE|NTAP,0.4530137350691354,0.25689738397279716,0.19611635109633824
WEC,2019-06-28,Electric Utilities,XEL|DTE|AEP|CMS|NEE,PEG|DUK|ES|AEP|EXC,0.9602947051081125,0.9180587870640203,0.04223591804409221
WFC,2019-06-28,Diversified Banks,XOM|WMB|FISV|JNJ|BAC,PNC|BAC|C|USB|TFC,0.4700446957295414,0.7947458263172285,-0.32470113058768707
WRB,2019-06-28,Property & Casualty Insurance,BRO|AJG|ACGL|WM|AWK,TRV|CINF|ACGL|PGR|ALL,0.6004732342783476,0.6842082296899687,-0.0837349954116211
XEL,2019-06-28,Multi-Utilities,CMS|AEP|ES|WEC|LNT,CMS|NEE|PNW|AEE|D,0.9819759676249489,0.9610006985149736,0.02097526910997527
XYL,2019-06-28,Industrial Machinery & Supplies & Components,AVY|SYK|CBRE|NDSN|DOV,IR|PH|PNR|SWK|SNA,0.7824600885466688,0.8900829276898612,-0.10762283914319237
XYZ,2019-06-28,Transaction & Payment Processing Services,COHR|NVDA|BIIB|TSLA|LITE,GPN|FISV|CPAY|PYPL|JKHY,0.2971426481094289,0.4432151690237329,-0.146072520914304
ZBH,2019-06-28,Health Care Equipment,IRM|IBM|FTV|FIX|ROK,ABT|BAX|IDXX|BSX|BDX,-0.6013607885365807,0.0914288785725196,-0.6927896671091003
ZTS,2019-06-28,Pharmaceuticals,AME|PLD|SHW|CMI|IEX,LLY|BMY|VTRS|PFE|MRK,-0.05870658461644079,0.26046641938399984,-0.31917300400044063
A,2020-01-31,Life Sciences Tools & Services,WAT|RVTY|AMCR|LOW|MO,DHR|WAT|CRL|TECH|TMO,0.8540738224057168,0.8696323227885122,-0.015558500382795382
AAPL,2020-01-31,"Technology Hardware, Storage & Peripherals",AMZN|MSFT|META|NFLX|GOOGL,WDC|SMCI|HPE|NTAP|HPQ,0.8495157844941496,0.8302543211189912,0.019261463375158328
ABBV,2020-01-31,Biotechnology,CVS|KEY|HCA|F|BG,GILD|INCY|REGN|BIIB|MRNA,0.7313287391745388,0.27722732583624127,0.4541014133382975
ABT,2020-01-31,Health Care Equipment,RTX|TT|FIS|ADP|PAYX,PODD|MDT|RMD|RVTY|DXCM,0.8707780275962107,0.676880041886603,0.1938979857096077
ACGL,2020-01-31,Property & Casualty Insurance,CBOE|ECL|ZTS|INVH|ARE,PGR|TRV|CB|HIG|WRB,0.8101835693335152,0.877606001924022,-0.06742243259050684
ADBE,2020-01-31,Application Software,LLY|NEM|ADSK|EPAM|HRL,FICO|INTU|ADSK|SNPS|WDAY,0.8625481546058135,0.9170133190327964,-0.054465164426982904
ADI,2020-01-31,Semiconductors,GWW|CFG|KEY|SWK|BG,QCOM|ON|MCHP|FSLR|TXN,0.8092823833592064,0.8568982302390116,-0.047615846879805135
ADSK,2020-01-31,Application Software,EPAM|ADBE|FTNT|EIX|FICO,WDAY|ORCL|FICO|INTU|CRM,0.7074690700467533,0.7354833389807838,-0.028014268934030473
AEE,2020-01-31,Multi-Utilities,WM|RSG|DUK|ATO|VRSK,ED|NEE|XEL|CMS|PCG,0.9323785097676828,0.7996243815926418,0.13275412817504095
AEP,2020-01-31,Electric Utilities,XEL|LNT|SO|CMS|NEE,ES|WEC|EXC|ETR|DUK,0.9645915978694325,0.9459150263293317,0.018676571540100828
ALB,2020-01-31,Specialty Chemicals,FTNT|ADSK|EPAM|HPQ|CNC,DD|LYB|SHW|ECL|PPG,0.5508809158803788,0.6095702276839795,-0.05868931180360071
ALL,2020-01-31,Property & Casualty Insurance,AJG|WTW|SRE|KO|FE,TRV|CB|CINF|HIG|WRB,0.9155130774704506,0.971843924220141,-0.056330846749690355
ALLE,2020-01-31,Building Products,FIS|WTW|KMB|DGX|NDSN,MAS|LII|BLDR|JCI|TT,0.8313466419215587,0.6548568555030942,0.17648978641846447
AMD,2020-01-31,Semiconductors,LITE|SWKS|MU|NVDA|ON,ADI|MCHP|INTC|SWKS|FSLR,0.7891399989476123,0.7968188566947513,-0.007678857747138945
AMGN,2020-01-31,Biotechnology,MAR|NCLH|C|BG|HST,VRTX|MRNA|INCY|GILD|ABBV,0.6411067872254455,0.6093592761735073,0.03174751105193818
AMP,2020-01-31,Asset Management & Custody Banks,COF|WAT|A|LOW|ETN,ARES|BX|STT|BK|BEN,0.9409638200516822,0.9132157523148658,0.027748067736816373
AOS,2020-01-31,Building Products,VLO|GLW|JBHT|DE|UPS,BLDR|LII|TT|JCI|ALLE,0.6694447585811784,0.5814393067125699,0.08800545186860842
APA,2020-01-31,Oil & Gas Exploration & Production,GE|SMCI|MRNA|MU|AMD,TPL|EQT|DVN|CTRA|FANG,-0.025088867927357802,0.6218305291370139,-0.6469193970643716
APO,2020-01-31,Asset Management & Custody Banks,HWM|LVS|AVGO|MGM|AMP,TROW|ARES|IVZ|BEN|BLK,0.6608694710979239,0.7861385722602257,-0.12526910116230172
ARES,2020-01-31,Asset Management & Custody Banks,EIX|FICO|LDOS|EPAM|CRL,KKR|NTRS|BK|BEN|BX,0.8316805248414016,0.7882942398834422,0.04338628495795949
AVGO,2020-01-31,Semiconductors,LVS|ISRG|TXN|COF|BSX,MCHP|MU|QCOM|AMD|TXN,0.9083044637260154,0.8891959941545657,0.019108469571449627
AXON,2020-01-31,Aerospace & Defense,TPL|LITE|RL|DVA|CAG,HWM|LHX|LMT|TXT|RTX,0.8124935368251056,0.8060446309574892,0.006448905867616372
BA,2020-01-31,Aerospace & Defense,CSCO|BEN|STZ|IBKR|CAH,HWM|NOC|HII|TXT|GD,0.8769609149399645,0.7746445187594119,0.10231639618055266
BAC,2020-01-31,Diversified Banks,C|NKE|JPM|MO|EMR,WFC|USB|PNC|TFC|JPM,0.9341595228702718,0.944199700949355,-0.010040178079083195
BAX,2020-01-31,Health Care Equipment,COO|BLK|HRL|NDAQ|FDS,RMD|PODD|BDX|ABT|IDXX,0.8308132499356576,0.7628541313137646,0.06795911862189308
BDX,2020-01-31,Health Care Equipment,IQV|GILD|CBRE|STE|ZBH,SYK|BSX|ABT|PODD|ZBH,0.32502519254857415,0.31254763837403704,0.012477554174537109
BEN,2020-01-31,Asset Management & Custody Banks,STZ|IBKR|BR|COR|IRM,APO|TROW|BX|KKR|NTRS,0.5203107607726133,0.56503383166686,-0.044723070894246764
BIIB,2020-01-31,Biotechnology,TPR|ZBRA|FIX|ALGN|NTAP,AMGN|ABBV|GILD|INCY|VRTX,0.5841933387393364,0.5906289495057835,-0.006435610766447053
BK,2020-01-31,Asset Management & Custody Banks,BSX|NCLH|NTRS|ELV|EXPD,STT|AMP|IVZ|NTRS|TROW,0.734335796224746,0.8828596855972204,-0.1485238893724744
BKNG,2020-01-31,"Hotels, Resorts & Cruise Lines",AZO|CAT|HPE|GM|CMI,HLT|CCL|NCLH|MAR|RCL,0.8191747754601995,0.8564697027607026,-0.0372949273005031
BLDR,2020-01-31,Building Products,IR|WSM|QCOM|JBL|NXPI,ALLE|JCI|TT|LII|MAS,0.611014647234667,0.5178264951314077,0.09318815210325937
BLK,2020-01-31,Asset Management & Custody Banks,BAX|GS|MA|FDS|SPGI,BK|STT|APO|ARES|BX,0.8774869320516292,0.8718565482406185,0.005630383811010664
BMY,2020-01-31,Pharmaceuticals,MET|DOV|UNP|HLT|ETN,MRK|PFE|LLY|VTRS|ZTS,0.8461434049590073,0.796258870933798,0.049884534025209315
BSX,2020-01-31,Health Care Equipment,NTRS|EXPD|BK|TXN|EBAY,ISRG|PODD|MDT|DXCM|SYK,0.8885200536042822,0.7351747602571187,0.1533452933471635
BX,2020-01-31,Asset Management & Custody Banks,CSGP|MCO|TROW|TDY|GPN,KKR|STT|IVZ|BK|TROW,0.753247157277028,0.7864604559151521,-0.03321329863812417
C,2020-01-31,Diversified Banks,EMR|TXN|BAC|MTD|MO,WFC|USB|TFC|JPM|PNC,0.9524575467128434,0.9334898237502669,0.01896772296257654
CAG,2020-01-31,Packaged Foods & Meats,RL|BBY|WBD|KR|CIEN,KHC|HRL|SJM|MKC|GIS,0.4283059583357346,0.5855129962767327,-0.1572070379409981
CB,2020-01-31,Property & Casualty Insurance,AFL|HON|VZ|T|GIS,PGR|WRB|CINF|TRV|ALL,0.8011789471225552,0.8474153551647527,-0.04623640804219753
CBOE,2020-01-31,Financial Exchanges & Data,ECL|ACGL|TT|FIS|AIZ,MCO|NDAQ|ICE|FDS|CME,0.5352109130320806,0.5867514415926878,-0.0515405285606072
CCL,2020-01-31,"Hotels, Resorts & Cruise Lines",REGN|RCL|ELV|EOG|BKR,NCLH|BKNG|MAR|RCL|HLT,0.7918155567452748,0.9412283114393817,-0.14941275469410686
CDNS,2020-01-31,Application Software,ODFL|SNPS|RMD|NDSN|PYPL,PTC|INTU|WDAY|ORCL|TYL,0.8617372831820153,0.8134349122546015,0.04830237092741374
CINF,2020-01-31,Property & Casualty Insurance,TMUS|J|DLR|CTAS|DG,ALL|WRB|HIG|CB|TRV,0.8072193300435264,0.8854764256306866,-0.07825709558716021
CME,2020-01-31,Financial Exchanges & Data,ICE|VRSN|EFX|DRI|NI,CBOE|MCO|SPGI|MSCI|FDS,0.4716014515063425,0.5546737298155591,-0.0830722783092166
CMS,2020-01-31,Multi-Utilities,WEC|XEL|VRSK|ETR|AEP,SRE|NI|PCG|PNW|D,0.9664208210787693,0.7825954957716561,0.18382532530711315
CNP,2020-01-31,Multi-Utilities,REG|JCI|SYK|LII|CASY,PCG|D|PNW|XEL|DTE,0.6679721226818884,0.5081888929585193,0.1597832297233691
COP,2020-01-31,Oil & Gas Exploration & Production,ROK|KR|HUM|REGN|ABBV,DVN|APA|FANG|EQT|EOG,0.6504824309706927,0.6769330319690138,-0.026450600998321083
CPAY,2020-01-31,Transaction & Payment Processing Services,MSI|LHX|NOC|AKAM|PHM,FISV|JKHY|V|MA|XYZ,0.6447727386838631,0.7652658948684277,-0.12049315618456458
CPB,2020-01-31,Packaged Foods & Meats,ITW|PM|LOW|MAS|HUBB,SJM|MDLZ|TSN|MKC|CAG,0.6416327467689041,0.8375353343709703,-0.19590258760206614
CRL,2020-01-31,Life Sciences Tools & Services,EIX|MNST|FTV|NEM|AMCR,WAT|TMO|DHR|A|TECH,0.5371650886558746,0.7261166018769477,-0.18895151322107306
CRM,2020-01-31,Application Software,TROW|NSC|IBM|PGR|KKR,TYL|TRMB|PTC|ADSK|CDNS,0.818068209216827,0.8788467627588656,-0.06077855354203865
